0 , 0 , 1.03311 , 0.0 , 0 , -5.43623 , 0
1 , 50659178 , 0.987945 , 0.0 , 0 , 0.23767 , 4719
2 , 101196284 , 0.862262 , 0.0 , 0 , 0.661347 , 13133
3 , 151733390 , 0.701079 , 0.0 , 0 , 0.848145 , 16843
4 , 202270510 , 0.559231 , 0.0 , 0 , 0.7464 , 14823
5 , 252929688 , 0.449661 , 0.0 , 0 , 0.576558 , 11450
6 , 303466794 , 0.365822 , 0.0 , 0 , 0.441163 , 8761
7 , 354248044 , 0.301369 , 0.0 , 0 , 0.339152 , 6735
8 , 404785150 , 0.251417 , 0.0 , 0 , 0.262843 , 5219
9 , 454345693 , 0.211134 , 0.0 , 0 , 0.21197 , 4209
10 , 504882813 , 0.169189 , 0.0 , 0 , 0.220714 , 4383
11 , 555419919 , 0.145019 , 0.0 , 0 , 0.127182 , 2525
12 , 605957025 , 0.117627 , 0.0 , 0 , 0.14414 , 2862
13 , 656372072 , 0.093457 , 0.0 , 0 , 0.127182 , 2525
14 , 706909178 , 0.0773437 , 0.0 , 0 , 0.0847881 , 1683
15 , 757446284 , 0.0692871 , 0.0 , 0 , 0.042394 , 841
16 , 808105462 , 0.0563965 , 0.0 , 0 , 0.0678304 , 1347
17 , 857666006 , 0.0467285 , 0.0 , 0 , 0.0508728 , 1010
18 , 908203125 , 0.0499512 , 0.0 , 0 , -0.0169575 , 0
19 , 958740231 , 0.0322265 , 0.0 , 0 , 0.0932668 , 1852
20 , 1009277337 , 0.0306152 , 0.0 , 0 , 0.00847877 , 168
21 , 1058959953 , 0.0257812 , 0.0 , 0 , 0.0254364 , 505
22 , 1108642568 , 0.0209473 , 0.0 , 0 , 0.0254364 , 505
23 , 1159301760 , 0.0209473 , 0.0 , 0 , 0.0 , 0
24 , 1209838866 , 0.0177246 , 0.0 , 0 , 0.0169576 , 336
25 , 1260375972 , 0.0209473 , 0.0 , 0 , -0.0169576 , 0
26 , 1310913078 , 0.0193359 , 0.0 , 0 , 0.00847877 , 168
27 , 1361328125 , 0.0209473 , 0.0 , 0 , -0.00847877 , 0
28 , 1411865231 , 0.0128906 , 0.0 , 0 , 0.042394 , 841
29 , 1462524409 , 0.0112793 , 0.0 , 0 , 0.00847881 , 168
30 , 1513061515 , 0.0145019 , 0.0 , 0 , -0.0169576 , 0
31 , 1563598635 , 0.0177246 , 0.0 , 0 , -0.0169576 , 0
32 , 1614013669 , 0.0145019 , 0.0 , 0 , 0.0169576 , 336
33 , 1664428703 , 0.0177246 , 0.0 , 0 , -0.0169576 , 0
34 , 1714965822 , 0.0177246 , 0.0 , 0 , 0.0 , 0
35 , 1765502928 , 0.0177246 , 0.0 , 0 , 0.0 , 0
36 , 1815917962 , 0.0145019 , 0.0 , 0 , 0.0169576 , 336
37 , 1865478506 , 0.0145019 , 0.0 , 0 , 0.0 , 0
38 , 1916015625 , 0.0145019 , 0.0 , 0 , 0.0 , 0
39 , 1966552731 , 0.0161133 , 0.0 , 0 , -0.00847879 , 0
40 , 2017211909 , 0.0145019 , 1.0 , 1.0 , 1.00848 , 39887
41 , 2067871087 , 0.10957 , 1.0 , 1.0 , 0.499751 , 29784
42 , 2117553703 , 0.356154 , 1.0 , 1.0 , -0.297522 , 13950
43 , 2168090822 , 0.651127 , 1.0 , 1.0 , -0.55215 , 8894
44 , 2218627928 , 0.93316 , 1.0 , 1.0 , -0.484056 , 10246
45 , 2269165034 , 1.15557 , 1.0 , 1.0 , -0.170338 , 16476
46 , 2319702140 , 1.31998 , 1.0 , 1.0 , 0.134897 , 22538
47 , 2369384756 , 1.43761 , 1.0 , 1.0 , 0.381046 , 27426
48 , 2419921875 , 1.54239 , 1.0 , 1.0 , 0.448614 , 28768
49 , 2470458981 , 1.63424 , 1.0 , 1.0 , 0.516706 , 30120
50 , 2520996087 , 1.69874 , 1.0 , 1.0 , 0.660584 , 32978
51 , 2570556631 , 1.75675 , 1.0 , 1.0 , 0.694761 , 33656
52 , 2621215822 , 1.8067 , 1.0 , 1.0 , 0.737158 , 34498
53 , 2671752928 , 1.84054 , 1.0 , 1.0 , 0.821945 , 36182
54 , 2722290034 , 1.87926 , 1.0 , 1.0 , 0.796245 , 35672
55 , 2772827140 , 1.90504 , 1.0 , 1.0 , 0.864337 , 37024
56 , 2823364260 , 1.91954 , 1.0 , 1.0 , 0.923693 , 38203
57 , 2874023438 , 1.93888 , 1.0 , 1.0 , 0.898253 , 37698
58 , 2924560544 , 1.95499 , 1.0 , 1.0 , 0.915212 , 38034
59 , 2975097650 , 1.9695 , 1.0 , 1.0 , 0.923693 , 38203
60 , 3024658193 , 1.97916 , 1.0 , 1.0 , 0.949125 , 38708
61 , 3075195313 , 1.98561 , 1.0 , 1.0 , 0.966087 , 39045
62 , 3125854491 , 1.99367 , 1.0 , 1.0 , 0.957606 , 38876
63 , 3176513669 , 1.99689 , 1.0 , 1.0 , 0.983041 , 39381
64 , 3227050775 , 1.99528 , 1.0 , 1.0 , 1.00848 , 39887
65 , 3276611318 , 2.00494 , 1.0 , 1.0 , 0.949128 , 38708
66 , 3327148438 , 2.00817 , 1.0 , 1.0 , 0.983043 , 39382
67 , 3377807616 , 2.00978 , 1.0 , 1.0 , 0.991519 , 39550
68 , 3428466794 , 2.01461 , 1.0 , 1.0 , 0.974567 , 39213
69 , 3479003900 , 2.01945 , 1.0 , 1.0 , 0.974562 , 39213
70 , 3528564443 , 2.013 , 1.0 , 1.0 , 1.03391 , 40392
71 , 3579223635 , 2.013 , 1.0 , 1.0 , 1.0 , 39718
72 , 3629760741 , 2.01784 , 1.0 , 1.0 , 0.974562 , 39213
73 , 3680297847 , 2.01622 , 1.0 , 1.0 , 1.00848 , 39887
74 , 3730834953 , 2.01784 , 1.0 , 1.0 , 0.991519 , 39550
75 , 3780517568 , 2.02106 , 1.0 , 1.0 , 0.983043 , 39382
76 , 3831054688 , 2.01622 , 1.0 , 1.0 , 1.02544 , 40223
77 , 3881591794 , 2.02267 , 1.0 , 1.0 , 0.966087 , 39045
78 , 3932250972 , 2.02106 , 1.0 , 1.0 , 1.00848 , 39887
79 , 3982788078 , 2.02106 , 1.0 , 1.0 , 1.0 , 39718
80 , 4033325197 , 2.01784 , 1.0 , 1.0 , 1.01696 , 40055
81 , 4083862303 , 2.01622 , 1.0 , 1.0 , 1.00848 , 39887
82 , 4134399409 , 2.02106 , 1.0 , 1.0 , 0.974562 , 39213
83 , 4184936515 , 2.02267 , 1.0 , 1.0 , 0.991524 , 39550
84 , 4235473635 , 2.01945 , 1.0 , 1.0 , 1.01696 , 40055
85 , 4286010741 , 2.02267 , 1.0 , 1.0 , 0.983043 , 39382
86 , 4336547847 , 2.02428 , 1.0 , 1.0 , 0.991519 , 39550
87 , 4387329097 , 2.01461 , 1.0 , 1.0 , 1.05087 , 40729
88 , 4437988275 , 2.01784 , 1.0 , 1.0 , 0.983038 , 39381
89 , 4487548818 , 2.0275 , 1.0 , 1.0 , 0.94913 , 38708
90 , 4538085938 , 2.02267 , 1.0 , 1.0 , 1.02544 , 40223
91 , 4588623044 , 2.013 , 1.0 , 1.0 , 1.05087 , 40729
92 , 4639282222 , 2.02267 , 1.0 , 1.0 , 0.94913 , 38708
93 , 4689819328 , 2.02267 , 1.0 , 1.0 , 1.0 , 39718
94 , 4740356447 , 2.02267 , 1.0 , 1.0 , 1.0 , 39718
95 , 4790893553 , 2.01945 , 1.0 , 1.0 , 1.01696 , 40055
96 , 4841552731 , 2.02267 , 1.0 , 1.0 , 0.983043 , 39382
97 , 4892211909 , 2.01945 , 1.0 , 1.0 , 1.01696 , 40055
98 , 4942749015 , 2.02106 , 1.0 , 1.0 , 0.991519 , 39550
99 , 4993286135 , 2.02267 , 1.0 , 1.0 , 0.991524 , 39550
100 , 5043823241 , 2.01945 , 1.0 , 1.0 , 1.01696 , 40055
101 , 5094360347 , 2.02267 , 1.0 , 1.0 , 0.983043 , 39382
102 , 5144897453 , 2.01784 , 1.0 , 1.0 , 1.02543 , 40223
103 , 5195434572 , 2.02428 , 1.0 , 1.0 , 0.966087 , 39045
104 , 5245971678 , 2.02106 , 1.0 , 1.0 , 1.01696 , 40055
105 , 5296508784 , 2.01784 , 1.0 , 1.0 , 1.01696 , 40055
