0,      244131, 1.4634,           0, 0.0000, 0.000, 0.000, 0.0000, 0.0000
0,     3051746, 1.3683,           0, 0.0000, 0.000, 0.000, 0.0000, 0.0000
0,     6713866, 1.3619,           0, 0.0000, 0.000, 0.000, 0.0000, 0.0000
0,    10375972, 1.3651,           0, 0.0000, 0.000, 0.000, 0.0000, 0.0000
0,    14038078, 1.3619,           0, 0.0000, 0.000, 0.000, 0.0000, 0.0000
0,    16723621, 1.3651,           0, 0.0000, 0.000, 0.000, 0.0000, 0.0000
0,    20385741, 1.3603,           0, 0.0000, 0.000, 0.000, 0.0000, 0.0000
0,    24047847, 1.3570,           0, 0.0000, 0.000, 0.000, 0.0000, 0.0000
0,    27709953, 1.3554,           0, 0.0000, 0.000, 0.000, 0.0000, 0.0000
0,    30395496, 1.3506,           0, 0.0000, 0.000, 0.000, 0.0000, 0.0000
0,    34057616, 1.3441,           0, 0.0000, 0.000, 0.000, 0.0000, 0.0000
0,    37719722, 1.3393,           0, 0.0000, 0.000, 0.000, 0.0000, 0.0000
0,    41381828, 1.3377,           0, 0.0000, 0.000, 0.000, 0.0000, 0.0000
0,    44067371, 1.3296,           0, 0.0000, 0.000, 0.000, 0.0000, 0.0000
0,    47729491, 1.3248,           0, 0.0000, 0.000, 0.000, 0.0000, 0.0000
0,    51391597, 1.3168,           0, 0.0000, 0.000, 0.000, 0.0000, 0.0000
1,    55175775, 1.2781,    51391597, 1.3168, 0.000, 0.000, 0.0000, 0.0000
1,    58837881, 1.2716,    51391597, 1.3168, 0.000, 0.000, 0.0000, 0.0000
1,    62500000, 1.2668,    51391597, 1.3168, 0.000, 0.000, 0.0000, 0.0000
1,    66162106, 1.2555,    51391597, 1.3168, 0.000, 0.000, 0.0000, 0.0000
1,    69824212, 1.2475,    51391597, 1.3168, 0.000, 0.000, 0.0000, 0.0000
1,    73486318, 1.2361,    51391597, 1.3168, 0.000, 0.000, 0.0000, 0.0000
1,    77148438, 1.2249,    51391597, 1.3168, 0.000, 0.000, 0.0000, 0.0000
1,    80810544, 1.2120,    51391597, 1.3168, 0.000, 0.000, 0.0000, 0.0000
1,    84472650, 1.2007,    51391597, 1.3168, 0.000, 0.000, 0.0000, 0.0000
1,    88134756, 1.1910,    51391597, 1.3168, 0.000, 0.000, 0.0000, 0.0000
1,    91796875, 1.1781,    51391597, 1.3168, 0.000, 0.000, 0.0000, 0.0000
1,    95458981, 1.1620,    51391597, 1.3168, 0.000, 0.000, 0.0000, 0.0000
1,    99121087, 1.1491,    51391597, 1.3168, 0.000, 0.000, 0.0000, 0.0000
